DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,%PeaksIn,PTIScore,Freq 1,Freq 2,Freq 3,Freq 4,Freq 5,Freq 6,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Freq 13,Freq 14,Freq 15,Freq 16,Freq 17,Freq 18,Freq 19,Freq 20,Freq 21,Freq 22,Freq 23,Freq 24,Freq 25,Freq 26,Freq 27,Freq 28,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28
50,D0631,45832686_1450,10/17/2023 22:25,22.6,2,,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,0,,8,2019,Fail,0,0,-0.374,-0.13,0.207,-0.124,0.455,-0.01,-0.088,-0.041,-0.024,-0.023,-0.008,-0.046,-0.006,-0.049,-0.054,-0.032,-0.003,-0.058,-0.065,-0.033,-0.027,-0.036,-0.047,-100,-0.018,0.036,-0.065,0.019,-0.374,224.301,58.164,35.359,-37.011,-0.13,162.163,54.492,59.129,-35.356,0.207,657.046,184.934,-52.913,-64.832,-0.124,311.063,22.412,36.749,-18.411,0.455,26.173,19.947,-3.901,-16.25,-0.01,573.407,-19.181,-81.529,23.72,-0.088,604.186,-7.209,-7.01,7.675,-0.041,399.805,24.441,-13.849,-19.674,-0.024,387.592,3.352,1.438,-3.266,-0.023,439.917,-0.282,27.058,0.26,-0.008,-33.108,-15.779,-6.516,18.726,-0.046,481.367,-10.171,-8.2,11.271,-0.006,483.161,-1.194,-1.771,1.203,-0.049,440.063,22.381,-5.073,-18.328,-0.054,-43.868,3.25,14.876,-3.2,-0.032,303.033,16.341,23.635,-14.073,-0.003,376.077,6.834,3.342,-6.4,-0.058,327.044,17.217,32.163,-14.737,-0.065,379.57,-13.772,-50.488,15.897,-0.033,530.002,16.842,1.15,-14.443,-0.027,442.304,11.651,13.36,-10.459,-0.036,-12.992,-10.882,-14.48,12.17,-0.047,-13.212,-0.914,7.03,0.874,-100,-100,-100,100,-100,-0.018,-56.567,-28.845,-35.009,40.514,0.036,480.822,47.867,22.915,-32.347,-0.065,235.462,5.815,56.143,-5.557,0.019,-52.626,-64.382,30.281,180.814
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEFORE/AFTER RECORDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1051,44966932_1450,8/23/2022 17:38,24,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,2,2000,Pass,,,2.17,2.301,3,3.119,3.148,3.333,3.361,4.053,4.236,4.273,4.377,4.728,5.056,5.195,5.511,5.986,6.067,6.24,6.608,6.929,7.165,8.291,8.357,5.133,5.702,3.754,6.136,11.351,2.17,0.033,0.008,-58.81,0.257,2.301,0.031,0.005,-139.071,0.502,3,0.006,0.007,-27.447,0.411,3.119,0.018,0.007,-94.992,0.474,3.148,0.01,0.002,-157.905,1.32,3.333,0.009,0.007,-75.877,0.487,3.361,0.005,0.008,-35.741,0.409,4.053,0.009,0.008,-47.25,0.526,4.236,0.011,0.006,-98.271,0.692,4.273,0.005,0.006,-77.484,0.768,4.377,0.119,0.006,-100.71,0.72,4.728,0.008,0.007,-53.259,0.642,5.056,0.019,0.008,-54.091,0.616,5.195,0.007,0.006,-76.141,0.885,5.511,0.006,0.004,-108.147,1.421,5.986,0.003,0.004,-34.53,1.371,6.067,0.005,0.005,-87.098,1.124,6.24,0.01,0.005,-125.574,1.235,6.608,0.001,0.006,-72.336,1.19,6.929,0.001,0.008,-26.283,0.91,7.165,0.065,0.007,-72.384,0.995,8.291,0.009,0.008,-35.948,0.996,8.357,0.011,0.012,-18.076,0.697,5.133,0.014,0.005,-86.436,0.96,5.702,0.018,0.005,-154.154,1.12,3.754,0.018,0.006,-86.37,0.615,6.136,0.005,0.004,-96.21,1.405,11.351,0.031,0.008,-28.616,1.365
141,1051,45760439_1450,9/12/2023 18:54,23.3,2,QPLog 10-1631 (16) rev17,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,,,2,2000,Pass,,,2.166,2.305,3.008,3.119,3.138,3.33,3.362,4.048,4.233,4.31,4.374,4.724,5.056,5.19,5.509,5.983,6.095,6.235,6.605,7.003,7.164,0,8.357,0,5.696,3.752,6.132,11.342,2.166,0.034,0.006,-28.535,0.384,2.305,0.482,0.009,-72.887,0.268,3.008,0.096,0.011,-76.182,0.279,3.119,0.215,0.006,-172.426,0.517,3.138,0.047,0.002,-208.422,1.395,3.33,0.077,0.008,-129.327,0.443,3.362,0.099,0.007,-85.291,0.5,4.048,0.061,0.008,-90.181,0.506,4.233,0.108,0.007,-172.44,0.64,4.31,0.025,0.004,-151.149,1.104,4.374,0.134,0.008,-82.531,0.522,4.724,0.094,0.008,-82.529,0.584,5.056,0.176,0.008,-75.389,0.643,5.19,0.055,0.005,-94.104,0.946,5.509,0.07,0.005,-152.3,1.023,5.983,0.041,0.006,-125.343,1.023,6.095,0.005,0.005,-150.017,1.194,6.235,0.072,0.006,-100.863,0.975,6.605,0.018,0.007,-70.59,0.915,7.003,0.018,0.007,-102.158,0.948,7.164,0.123,0.007,-93.497,0.984,0,0,0,0,0,8.357,0.04,0.009,-49.523,0.921,0,0,0,0,0,5.696,0.007,0.006,-91.107,0.914,3.752,0.089,0.008,-54.323,0.445,6.132,0.026,0.005,-141.335,1.241,11.342,0.005,0.012,-16.938,0.93
0,2386,44478549_11846,9/24/2021 17:14,23.4,2,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/24/21 07:40,TRUE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,100_LVL (old),none,,,3,2011,Pass,,,2.164,2.29,3.023,3.118,3.138,3.313,3.366,4.04,4.209,4.251,4.337,4.713,5.048,5.163,5.517,5.994,6.051,6.216,6.605,6.926,7.151,8.284,8.341,5.111,5.678,3.743,6.118,11.36,2.164,0.064,0.012,-59.769,0.179,2.29,0.044,0.005,-138.765,0.417,3.023,0.019,0.007,-64.506,0.442,3.118,0.042,0.009,-74.08,0.353,3.138,0.018,0.005,-206.788,0.682,3.313,0.016,0.007,-67.883,0.445,3.366,0.008,0.007,-57.478,0.476,4.04,0.016,0.009,-54.998,0.455,4.209,0.011,0.007,-124.197,0.607,4.251,0.011,0.008,-56.837,0.535,4.337,0.111,0.007,-78.52,0.582,4.713,0.008,0.007,-73.892,0.633,5.048,0.017,0.01,-62.456,0.509,5.163,0.079,0.007,-95.459,0.755,5.517,0.057,0.007,-100.159,0.788,5.994,0.007,0.008,-31.72,0.737,6.051,0.019,0.006,-73.291,0.997,6.216,0.061,0.008,-90.706,0.824,6.605,0.025,0.009,-61.731,0.775,6.926,0.006,0.007,-28.349,0.998,7.151,0.052,0.011,-38.907,0.678,8.284,0.004,0.006,-18.699,1.46,8.341,0.009,0.018,-10.575,0.466,5.111,0.01,0.007,-83.905,0.683,5.678,0.013,0.008,-102.972,0.713,3.743,0.034,0.008,-79.604,0.489,6.118,0.053,0.008,-71.743,0.75,11.36,0.007,0.012,-14.908,0.909
77,2386,45404810_86833,3/17/2023 15:20,23.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,11,2003,Pass,,,2.158,2.309,3.033,3.13,3.143,3.327,3.375,4.052,4.226,4.269,4.354,4.727,5.066,5.182,5.532,6.018,6.056,6.233,6.62,6.947,7.176,0,8.372,5.131,5.696,3.76,6.138,0,2.158,0.259,0.003,-10.234,0.617,2.309,0.286,0.009,-22.716,0.262,3.033,0.148,0.007,-72.742,0.428,3.13,0.33,0.006,-135.718,0.497,3.143,0.204,0.007,-50.908,0.459,3.327,0.147,0.007,-94.203,0.459,3.375,0.036,0.008,-68.608,0.446,4.052,0.145,0.007,-83.747,0.61,4.226,0.059,0.005,-218.804,0.797,4.269,0.063,0.004,-205.695,1.155,4.354,0.093,0.006,-145.494,0.781,4.727,0.076,0.007,-124.146,0.683,5.066,0.087,0.008,-85.163,0.638,5.182,0.08,0.007,-117.208,0.795,5.532,0.05,0.005,-158,1.029,6.018,0.063,0.005,-93.381,1.207,6.056,0.036,0.006,-124.132,1.059,6.233,0.053,0.007,-91.573,0.844,6.62,0.031,0.007,-82.894,0.915,6.947,0.003,0.009,-49.955,0.808,7.176,0.101,0.007,-92.619,1.015,0,0,0,0,0,8.372,0.052,0.009,-65.835,0.968,5.131,0.106,0.005,-188.192,0.983,5.696,0.008,0.005,-139.675,1.257,3.76,0.148,0.004,-64.285,0.923,6.138,0.058,0.007,-88.342,0.899,0,0,0,0,0
46,2546,44966017_1450,8/1/2022 18:46,25.2,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,3,2005,Pass,,,2.162,2.295,3.03,3.123,3.169,3.322,3.367,4.035,4.206,4.259,4.365,4.709,5.037,5.166,5.505,5.96,6.042,6.232,6.622,6.965,7.128,8.266,8.37,5.109,5.69,3.756,6.116,11.341,2.162,0.035,0.012,-39.13,0.174,2.295,0.038,0.006,-119.096,0.369,3.03,0.007,0.006,-62.953,0.512,3.123,0.024,0.009,-44.076,0.354,3.169,0.003,0.002,-203.192,1.882,3.322,0.011,0.007,-64.424,0.491,3.367,0.004,0.01,-33.156,0.347,4.035,0.01,0.007,-54.809,0.582,4.206,0.008,0.006,-126.787,0.7,4.259,0.005,0.006,-81.241,0.666,4.365,0.078,0.006,-133.931,0.694,4.709,0.008,0.007,-56.424,0.646,5.037,0.017,0.007,-74.388,0.709,5.166,0.015,0.006,-92.303,0.871,5.505,0.02,0.004,-188.248,1.252,5.96,0.005,0.005,-76.783,1.251,6.042,0.007,0.005,-123.311,1.309,6.232,0.106,0.005,-272.789,1.304,6.622,0.001,0.005,-86.152,1.277,6.965,0.021,0.005,-133.403,1.323,7.128,0.072,0.007,-64.3,0.996,8.266,0.014,0.01,-26.517,0.829,8.37,0.008,0.008,-56.921,1.096,5.109,0.012,0.005,-127.691,1.009,5.69,0.022,0.004,-262.843,1.276,3.756,0.16,0.007,-93.698,0.53,6.116,0.008,0.005,-111.648,1.187,11.341,0.011,0.008,-37.095,1.479
131,2546,45681871_1450,7/27/2023 17:53,24.8,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,,,2.167,2.301,3.03,3.123,3.158,3.324,3.369,4.034,4.208,4.261,4.368,4.71,5.04,5.169,5.505,5.96,6.043,6.233,6.622,6.965,7.131,8.267,8.369,5.112,5.687,3.755,6.118,11.339,2.167,0.304,0.01,-38.659,0.227,2.301,0.35,0.008,-76.293,0.287,3.03,0.06,0.006,-78.624,0.47,3.123,0.209,0.007,-101.769,0.47,3.158,0.008,0.004,-164.348,0.895,3.324,0.074,0.009,-73.676,0.388,3.369,0.038,0.008,-87.65,0.418,4.034,0.048,0.008,-68.919,0.496,4.208,0.056,0.006,-176.749,0.762,4.261,0.042,0.006,-175.94,0.667,4.368,0.059,0.006,-137.132,0.741,4.71,0.054,0.009,-77.512,0.552,5.04,0.091,0.01,-53.81,0.51,5.169,0.082,0.006,-140.819,0.809,5.505,0.023,0.006,-138.241,0.943,5.96,0.037,0.005,-147.6,1.286,6.043,0.048,0.004,-209.88,1.557,6.233,0.08,0.005,-221.206,1.244,6.622,0.009,0.008,-51.889,0.85,6.965,0.012,0.007,-78.355,0.931,7.131,0.068,0.007,-77.756,0.975,8.267,0.011,0.009,-38.072,0.967,8.369,0.006,0.009,-47.808,0.983,5.112,0.073,0.005,-212.259,1.07,5.687,0.009,0.007,-84.322,0.789,3.755,0.081,0.01,-50.595,0.381,6.118,0.034,0.006,-135.029,1.079,11.339,0.002,0.008,-23.239,1.363
17,2798,44897784_1450,5/25/2022 1:15,25.2,2,QPLog 10-1631 (16) rev11,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.182,2.33,3.032,3.139,3.163,3.334,3.396,4.074,4.227,4.301,4.393,4.743,5.077,5.209,5.54,6.009,6.086,6.267,6.649,6.964,7.175,8.319,8.406,5.14,5.715,3.771,6.156,11.418,2.182,0.108,0.004,-8.563,0.531,2.33,0.094,0.014,-8.721,0.17,3.032,0.023,0.008,-59.494,0.398,3.139,0.056,0.006,-185.068,0.54,3.163,0.041,0.004,-129.349,0.818,3.334,0.027,0.007,-83.116,0.451,3.396,0.01,0.009,-41.638,0.391,4.074,0.02,0.007,-93.138,0.583,4.227,0.02,0.005,-212.908,0.806,4.301,0.011,0.006,-183.374,0.679,4.393,0.017,0.006,-99.434,0.739,4.743,0.017,0.01,-64.545,0.497,5.077,0.027,0.008,-74.757,0.611,5.209,0.022,0.006,-94.511,0.945,5.54,0.009,0.005,-110.769,1.188,6.009,0.033,0.006,-133.786,1.021,6.086,0.014,0.005,-171.621,1.215,6.267,0.021,0.006,-136.572,1.084,6.649,0.005,0.007,-59.262,0.934,6.964,0.002,0.005,-45.434,1.326,7.175,0.025,0.007,-84.504,1.008,8.319,0.004,0.008,-19.976,1.051,8.406,0.005,0.008,-42.355,1,5.14,0.014,0.004,-204.537,1.206,5.715,0.016,0.006,-103.836,0.924,3.771,0.019,0.005,-74.45,0.75,6.156,0.011,0.007,-72.713,0.85,11.418,0.005,0.01,-22.679,1.101
78,2798,45523806_1450,5/8/2023 19:51,23.4,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,4,2006,Pass,,,2.172,2.3,3.03,3.139,3.158,3.333,3.398,4.071,4.228,4.272,4.399,4.746,5.083,5.208,5.541,6.011,6.09,6.266,6.646,6.965,7.178,8.318,8.404,5.142,5.71,3.769,6.154,11.402,2.172,0.038,0.004,-59.566,0.51,2.3,0.075,0.005,-33.564,0.497,3.03,0.173,0.006,-57.426,0.478,3.139,0.275,0.007,-119.696,0.45,3.158,0.05,0.007,-172.603,0.445,3.333,0.134,0.01,-113.587,0.325,3.398,0.12,0.007,-66.184,0.493,4.071,0.066,0.005,-180.333,0.803,4.228,0.111,0.005,-220.805,0.795,4.272,0.04,0.006,-176.802,0.699,4.399,0.197,0.008,-93.238,0.576,4.746,0.119,0.009,-71.821,0.516,5.083,0.168,0.012,-40.29,0.438,5.208,0.113,0.006,-70.296,0.869,5.541,0.099,0.006,-135.253,0.957,6.011,0.037,0.005,-68.128,1.176,6.09,0.143,0.006,-144.074,1.03,6.266,0.129,0.006,-135.718,1.064,6.646,0.025,0.008,-78.304,0.844,6.965,0.016,0.003,-9.618,2.301,7.178,0.176,0.008,-64.672,0.903,8.318,0.036,0.011,-38.424,0.771,8.404,0.027,0.009,-35.66,0.982,5.142,0.044,0.006,-123.718,0.882,5.71,0.01,0.008,-107.206,0.758,3.769,0.131,0.007,-79.145,0.544,6.154,0.034,0.005,-117.157,1.296,11.402,0.007,0.002,-6.855,7.119
53,3171,45195236_1450,11/5/2022 0:06,23.2,2,QPLog 10-1631 (16) rev12,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,8,2007,Pass,,,2.167,2.295,3.004,3.128,3.161,3.313,3.402,4.072,4.201,4.278,4.357,4.717,5.051,5.2,5.505,5.981,6.054,6.262,6.642,6.968,7.137,8.266,8.4,5.114,5.698,3.749,6.14,11.328,2.167,0.241,0.005,-42.516,0.415,2.295,0.34,0.003,-52.404,0.724,3.004,0.134,0.007,-95.557,0.434,3.128,0.227,0.006,-185.222,0.541,3.161,0.145,0.006,-103.251,0.546,3.313,0.12,0.008,-105.349,0.426,3.402,0.099,0.007,-77.169,0.471,4.072,0.041,0.007,-95.17,0.583,4.201,0.077,0.006,-211.857,0.749,4.278,0.114,0.006,-140.318,0.758,4.357,0.206,0.006,-111.851,0.689,4.717,0.14,0.007,-109.604,0.665,5.051,0.201,0.009,-56.048,0.541,5.2,0.063,0.006,-57.788,0.883,5.505,0.117,0.006,-119.427,0.888,5.981,0.185,0.007,-89.435,0.853,6.054,0.1,0.005,-178.683,1.239,6.262,0.127,0.006,-124.19,1.038,6.642,0.037,0.007,-53.085,0.926,6.968,0.028,0.01,-49.731,0.71,7.137,0.161,0.008,-68.397,0.927,8.266,0.04,0.01,-41.581,0.823,8.4,0.036,0.009,-50.313,0.928,5.114,0.028,0.004,-172.565,1.284,5.698,0.019,0.008,-70.715,0.74,3.749,0.145,0.007,-56.944,0.51,6.14,0.038,0.006,-126.403,1.09,11.328,0.003,0.01,-8.732,1.114
139,3171,45744613_1450,8/26/2023 18:53,24.8,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,,Not Done,Pass,,Pass,300_FW,none,,,8,2007,Pass,,,2.163,2.314,3.006,3.128,3.163,3.315,3.399,4.076,4.202,4.276,4.356,4.717,5.047,5.204,5.504,5.979,6.054,6.263,6.644,6.969,7.135,8.266,8.399,0,5.701,3.747,6.144,11.336,2.163,0.171,0.009,-18.147,0.238,2.314,0.17,0.016,-5.44,0.14,3.006,0.114,0.007,-83.05,0.406,3.128,0.135,0.006,-138.977,0.49,3.163,0.119,0.008,-71.711,0.414,3.315,0.085,0.007,-98.801,0.449,3.399,0.027,0.011,-39.843,0.302,4.076,0.049,0.006,-87.348,0.651,4.202,0.042,0.006,-218.648,0.751,4.276,0.04,0.006,-194.791,0.709,4.356,0.027,0.01,-36.045,0.417,4.717,0.058,0.007,-79.658,0.642,5.047,0.087,0.011,-41.265,0.44,5.204,0.067,0.007,-87.348,0.735,5.504,0.037,0.006,-115.221,0.967,5.979,0.107,0.006,-151.714,1.054,6.054,0.009,0.004,-172.047,1.431,6.263,0.054,0.006,-118.865,1.027,6.644,0.016,0.008,-51.009,0.826,6.969,0.016,0.009,-63.144,0.81,7.135,0.07,0.007,-77.121,0.958,8.266,0.011,0.013,-24.772,0.644,8.399,0.01,0.008,-64.612,1.049,0,0,0,0,0,5.701,0.011,0.008,-71.626,0.758,3.747,0.089,0.006,-75.754,0.586,6.144,0.031,0.006,-104.338,0.986,11.336,0.002,0.01,-23.342,1.108
39,4102P,44927313_1450,7/18/2022 16:02,24.6,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,11,2001,Pass,,,2.181,2.297,3.035,3.139,3.172,3.312,3.396,4.069,4.196,4.278,4.364,4.733,5.06,5.189,5.532,5.988,6.046,6.257,6.641,6.967,7.156,8.296,8.403,5.105,5.7,3.764,6.14,11.368,2.181,0.065,0.01,-61.385,0.229,2.297,0.051,0.008,-97.855,0.274,3.035,0.02,0.008,-62.83,0.385,3.139,0.041,0.007,-115.709,0.464,3.172,0.017,0.002,-223.329,1.338,3.312,0.017,0.007,-89.495,0.508,3.396,0.008,0.007,-57.842,0.507,4.069,0.013,0.008,-73.078,0.527,4.196,0.009,0.006,-167.194,0.685,4.278,0.013,0.007,-81.633,0.596,4.364,0.011,0.006,-76.613,0.687,4.733,0.01,0.008,-50.984,0.603,5.06,0.023,0.01,-52.806,0.53,5.189,0.014,0.007,-65.45,0.745,5.532,0.073,0.005,-153.76,1.193,5.988,0.009,0.005,-83.544,1.218,6.046,0.008,0.004,-62.232,1.372,6.257,0.007,0.006,-72.455,1.004,6.641,0.034,0.007,-116.921,1.01,6.967,0.002,0.002,-23.791,2.868,7.156,0.077,0.01,-35.865,0.698,8.296,0.013,0.009,-26.635,0.903,8.403,0.014,0.012,-33.405,0.698,5.105,0.007,0.004,-240.566,1.349,5.7,0.003,0.007,-135.549,0.835,3.764,0.032,0.006,-97.172,0.582,6.14,0.007,0.005,-97.027,1.325,11.368,0.02,0.008,-51.834,1.408
102,4102P,45533791_1450,5/11/2023 23:30,25.2,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,11,2010,Pass,,,2.166,2.294,3.019,3.129,3.157,3.312,3.392,4.068,4.197,4.277,4.348,4.726,5.066,5.192,5.535,5.994,6.054,6.251,6.638,6.968,7.173,8.323,8.396,5.108,5.697,3.754,6.144,11.376,2.166,0.31,0.009,-16.168,0.245,2.294,0.182,0.003,-11.939,0.681,3.019,0.105,0.008,-109.346,0.372,3.129,0.181,0.006,-153.696,0.518,3.157,0.143,0.006,-135.072,0.569,3.312,0.093,0.008,-83.482,0.44,3.392,0.048,0.008,-67.768,0.441,4.068,0.053,0.006,-129.278,0.711,4.197,0.047,0.006,-227.172,0.748,4.277,0.11,0.006,-179.51,0.736,4.348,0.083,0.006,-129.18,0.712,4.726,0.055,0.007,-107.928,0.696,5.066,0.116,0.01,-62.153,0.53,5.192,0.086,0.008,-70.909,0.683,5.535,0.051,0.005,-160.752,1.008,5.994,0.077,0.005,-177.519,1.156,6.054,0.117,0.006,-143.97,1.07,6.251,0.071,0.005,-204.114,1.222,6.638,0.018,0.008,-65.612,0.873,6.968,0.013,0.008,-73.457,0.908,7.173,0.085,0.008,-73.817,0.914,8.323,0.005,0.005,-68.714,1.585,8.396,0.016,0.008,-51.072,1.048,5.108,0.035,0.006,-152.213,0.919,5.697,0.008,0.005,-74.252,1.036,3.754,0.075,0.006,-87.563,0.666,6.144,0.01,0.004,-112.475,1.41,11.376,0.006,0.011,-19.088,1.018
47,4237,45033209_27519,8/15/2022 16:16,24.3,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,10,2011,Pass,,,2.171,2.289,3.014,3.128,3.157,3.308,3.388,4.061,4.193,4.266,4.337,4.708,5.046,5.187,5.511,5.983,6.047,6.247,6.636,6.966,7.146,8.282,8.389,5.105,5.695,3.745,6.138,11.349,2.171,0.031,0.01,-46.645,0.211,2.289,0.03,0.011,-84.268,0.213,3.014,0.005,0.007,-35.092,0.446,3.128,0.02,0.006,-87.785,0.497,3.157,0.011,0.005,-80.464,0.676,3.308,0.008,0.008,-40.028,0.432,3.388,0.003,0.008,-33.814,0.452,4.061,0.008,0.007,-46.191,0.607,4.193,0.006,0.006,-99.613,0.686,4.266,0.007,0.006,-80.081,0.667,4.337,0.09,0.006,-90.396,0.737,4.708,0.007,0.009,-46.498,0.537,5.046,0.016,0.008,-45.789,0.633,5.187,0.012,0.008,-49.44,0.664,5.511,0.007,0.005,-130.562,1.173,5.983,0.008,0.007,-44.408,0.878,6.047,0.007,0.006,-52.026,0.943,6.247,0.007,0.006,-115.191,1.134,6.636,0.001,0.005,-87.026,1.208,6.966,0.002,0.007,-39.006,0.986,7.146,0.063,0.009,-44.655,0.833,8.282,0.012,0.01,-20.055,0.807,8.389,0.007,0.01,-32.2,0.859,5.105,0.005,0.005,-99.08,1.051,5.695,0.016,0.005,-181.936,1.147,3.745,0.017,0.006,-86.885,0.619,6.138,0.006,0.005,-82.379,1.121,11.349,0.016,0.008,-28.008,1.339
143,4237,45827890_1450,10/17/2023 14:58,22.4,2,QPLog 10-1631 (16) rev17,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,0,,10,2011,Pass,,,2.173,2.295,3.013,3.126,3.149,3.307,3.386,4.058,4.192,4.266,4.337,4.705,5.047,5.185,5.509,5.981,6.046,6.246,6.633,6.934,7.147,8.28,8.388,0,5.691,3.744,6.12,11.345,2.173,0.339,0.011,-51.943,0.197,2.295,0.396,0.012,-56.636,0.199,3.013,0.096,0.006,-110.861,0.542,3.126,0.182,0.005,-180.949,0.579,3.149,0.033,0.006,-161.15,0.512,3.307,0.109,0.006,-148.341,0.555,3.386,0.044,0.009,-61.564,0.393,4.058,0.051,0.006,-119.306,0.692,4.192,0.053,0.006,-173.185,0.697,4.266,0.084,0.008,-119.551,0.568,4.337,0.103,0.007,-71.347,0.586,4.705,0.082,0.006,-123.689,0.729,5.047,0.155,0.008,-66.059,0.602,5.185,0.075,0.007,-71.725,0.759,5.509,0.046,0.006,-152.764,0.907,5.981,0.085,0.007,-106.404,0.838,6.046,0.078,0.007,-111.335,0.897,6.246,0.059,0.008,-70.925,0.767,6.633,0.017,0.007,-68.517,0.954,6.934,0.006,0.005,-65.572,1.435,7.147,0.121,0.008,-68.413,0.917,8.28,0.029,0.009,-34.106,0.884,8.388,0.029,0.009,-53.138,0.953,0,0,0,0,0,5.691,0.005,0.004,-88.402,1.561,3.744,0.1,0.009,-79.059,0.434,6.12,0.011,0.005,-60.933,1.357,11.345,0.002,0.009,-17.336,1.241
