DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,MTS,Bias,%Error,Freq 2,Freq 3,Freq 6,Freq 7,Freq 8,Freq 11,Freq 14,Freq 15,Freq 18,Freq 21,Freq 26,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28,,,,,,,,,,,
93,9066,45481233_1450,4/12/2023 23:30,24.9,2,QPLog 10-1631 (16) rev15,TRUE,,B3,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,300_FW,none,,,9,2018,Pass,0,0,,2.322,3.019,3.323,3.425,4.108,4.387,5.234,5.553,6.282,7.197,3.758,2.058,-0.212,0.623,1.755,2.082,1.72,1.687,1.527,1.017,1.56,0.054,2.193,0.193,0.005,-10.256,0.456,2.322,0.299,0.026,-7.58,0.091,3.019,0.085,0.006,-112.622,0.517,3.139,0.122,0.006,-165.761,0.536,3.183,0.118,0.007,-94.207,0.481,3.323,0.082,0.009,-86.265,0.384,3.425,0.036,0.01,-42.891,0.353,4.108,0.054,0.007,-92.265,0.557,4.217,0.037,0.006,-222.682,0.755,4.304,0.031,0.006,-190.659,0.745,4.387,0.056,0.006,-127.47,0.684,4.748,0.048,0.007,-108.412,0.72,5.101,0.102,0.009,-70.856,0.541,5.234,0.057,0.006,-86.168,0.886,5.553,0.044,0.005,-164.536,1.02,6.028,0.075,0.005,-165.238,1.1,6.084,0.014,0.004,-175.014,1.555,6.282,0.038,0.006,-130.88,0.999,6.662,0.016,0.007,-71.893,0.938,6.962,0.006,0.006,-59.152,1.211,7.197,0.049,0.009,-61.137,0.845,8.344,0.005,0.011,-33.331,0.788,8.432,0.015,0.009,-41.268,0.956,5.14,0.022,0.005,-140.245,0.975,5.717,0.004,0.007,-100.553,0.847,3.758,0.049,0.007,-43.864,0.522,6.174,0.027,0.006,-129.204,1.078,11.419,0.002,0.01,-12.95,1.135
94,9066,45481233_1450,4/12/2023 23:37,25.2,2,QPLog 10-1631 (16) rev15,FALSE,,B3,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,300_FW,none,,,9,2018,Pass,0,0,,2.296,3.018,3.323,3.427,4.107,4.386,5.234,5.553,6.282,7.195,3.765,-0.693,-0.273,0.588,1.858,2.066,1.682,1.65,1.534,1.014,1.484,0.816,2.179,0.222,0.01,-13.421,0.212,2.296,0.16,0.004,-63.705,0.537,3.018,0.087,0.006,-113.452,0.513,3.138,0.124,0.006,-160.444,0.518,3.183,0.121,0.007,-92.037,0.472,3.323,0.085,0.008,-70.863,0.407,3.427,0.037,0.009,-46.606,0.373,4.107,0.059,0.007,-106.642,0.6,4.216,0.039,0.006,-229.412,0.752,4.304,0.034,0.006,-180.72,0.764,4.386,0.061,0.006,-117.739,0.719,4.746,0.052,0.007,-90.769,0.682,5.099,0.115,0.009,-55.089,0.59,5.234,0.067,0.008,-79.405,0.692,5.553,0.046,0.005,-154.389,1.074,6.028,0.089,0.006,-156.288,1.09,6.084,0.017,0.004,-173.563,1.61,6.282,0.049,0.006,-109.318,0.994,6.661,0.016,0.007,-72.903,0.955,6.962,0.007,0.006,-64.07,1.212,7.195,0.067,0.008,-64.936,0.876,8.342,0.007,0.015,-29.91,0.568,8.431,0.013,0.01,-37.13,0.83,5.138,0.03,0.004,-241.645,1.338,5.719,0.007,0.005,-104.034,1.074,3.765,0.042,0.003,-40.794,1.31,6.175,0.031,0.005,-126.825,1.13,11.421,0.005,0.012,-16.74,0.93
95,B0276,45521386_1450,5/8/2023 18:41,23.3,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,9,2019,Pass,0,0,,2.301,3.024,3.318,3.43,4.108,4.348,5.222,5.535,6.287,7.162,3.766,-0.161,0.27,0.073,2.074,2.082,-0.541,1.065,0.429,1.261,-0.161,0.865,2.19,0.054,0.006,-43.659,0.344,2.301,0.037,0.007,-70.707,0.345,3.024,0.173,0.01,-33.77,0.295,3.149,0.172,0.007,-95.153,0.444,3.192,0.19,0.009,-53.225,0.358,3.318,0.117,0.006,-96.746,0.542,3.43,0.039,0.01,-37.834,0.336,4.108,0.056,0.007,-122.04,0.579,4.21,0.054,0.005,-190.028,0.849,4.298,0.079,0.008,-135.279,0.561,4.348,0.163,0.008,-96.872,0.521,4.728,0.065,0.006,-140.445,0.748,5.071,0.126,0.008,-68.785,0.611,5.222,0.013,0.002,-28.982,3.242,5.535,0.026,0.006,-117.126,0.979,5.997,0.122,0.006,-122.705,0.952,6.055,0.08,0.006,-138.491,1.029,6.287,0.052,0.006,-131.052,1.085,6.693,0.019,0.007,-57.163,0.946,7.005,0.025,0.009,-60.524,0.814,7.162,0.121,0.009,-54.064,0.842,8.304,0.045,0.006,-66.716,1.466,8.453,0.018,0.009,-56.044,0.954,5.143,0.008,0.004,-81.836,1.349,5.705,0.013,0.006,-71.741,0.958,3.766,0.126,0.011,-79.717,0.346,6.18,0.056,0.007,-75.686,0.83,11.393,0.004,0.007,-19.558,1.711
96,D0138,45513969_1450,4/30/2023 17:46,24.8,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,0,0,,2.308,3.032,3.323,3.42,4.101,4.381,5.235,5.552,6.285,7.194,3.766,0.595,0.975,0.554,1.486,1.7,1.412,1.7,1.447,1.146,1.438,0.938,2.193,0.35,0.011,-38.769,0.203,2.308,0.437,0.009,-86.47,0.262,3.032,0.058,0.008,-74.671,0.374,3.15,0.152,0.006,-178.537,0.554,3.181,0.084,0.007,-84.855,0.44,3.323,0.086,0.006,-100.015,0.565,3.42,0.036,0.007,-71.133,0.486,4.101,0.05,0.007,-119.247,0.626,4.217,0.043,0.006,-215.529,0.718,4.314,0.067,0.007,-124.427,0.585,4.381,0.076,0.006,-144.433,0.745,4.74,0.051,0.007,-80.18,0.634,5.095,0.107,0.009,-53.407,0.542,5.235,0.058,0.008,-65.043,0.672,5.552,0.042,0.005,-169.045,1.043,6.03,0.102,0.006,-141.087,1.025,6.085,0.077,0.005,-168.935,1.13,6.285,0.051,0.005,-167.133,1.168,6.685,0.015,0.007,-72.205,0.909,7.012,0.011,0.008,-61.282,0.862,7.194,0.073,0.007,-78.437,0.966,8.342,0.004,0.006,-56.231,1.385,8.457,0.008,0.009,-44.004,0.975,5.141,0.017,0.004,-201.871,1.35,5.715,0.007,0.007,-116.014,0.833,3.766,0.069,0.011,-49.566,0.344,6.185,0.027,0.006,-99.145,0.995,11.426,0.002,0.011,-18.213,1.051
97,D0283,45509558_355,4/27/2023 17:11,24.6,2,QPLog 10-1631 (16) rev15,FALSE,,B3,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,0,0,,2.312,3.014,3.296,3.414,4.081,4.343,5.199,5.523,6.257,7.159,3.743,0.981,-0.613,-2.209,1.13,0.668,-0.812,-0.067,-0.275,-0.057,-0.331,-1.456,2.19,0.158,0.004,-9.841,0.574,2.312,0.243,0.003,-27.22,0.671,3.014,0.079,0.008,-127.448,0.373,3.134,0.12,0.006,-184.983,0.559,3.172,0.102,0.006,-98.354,0.505,3.296,0.078,0.008,-68.762,0.416,3.414,0.031,0.011,-46.45,0.313,4.081,0.043,0.01,-114.975,0.416,4.17,0.028,0.005,-200.718,0.76,4.287,0.066,0.006,-195.797,0.76,4.343,0.056,0.006,-128.421,0.713,4.715,0.053,0.007,-113.336,0.629,5.057,0.086,0.009,-77.819,0.559,5.199,0.057,0.008,-61.261,0.671,5.523,0.043,0.005,-197.308,1.126,5.96,0.029,0.005,-168.28,1.275,6.029,0.079,0.007,-111.636,0.9,6.257,0.044,0.006,-156.705,1.106,6.64,0.014,0.008,-55.19,0.872,6.966,0.007,0.009,-53.313,0.802,7.159,0.06,0.009,-55.271,0.804,8.301,0.013,0.016,-38.636,0.518,8.404,0.012,0.013,-22.868,0.657,5.079,0.035,0.006,-126.856,0.864,5.697,0.012,0.008,-52.446,0.719,3.743,0.075,0.007,-72.933,0.543,6.142,0.031,0.006,-121.708,1.007,11.341,0.002,0.013,-12.566,0.872
98,D0283,45509558_355,4/27/2023 17:17,24.8,2,QPLog 10-1631 (16) rev15,FALSE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,0,0,,2.306,3.014,3.296,3.413,4.078,4.344,5.199,5.522,6.257,7.159,3.743,0.371,-0.658,-2.243,1.051,0.535,-0.753,-0.08,-0.291,-0.085,-0.311,-1.51,2.174,0.19,0.019,-8.482,0.112,2.306,0.244,0.011,-11.438,0.203,3.014,0.086,0.008,-86.683,0.364,3.134,0.121,0.006,-171.409,0.531,3.172,0.107,0.007,-97.152,0.427,3.296,0.08,0.008,-77.315,0.437,3.413,0.032,0.01,-35.601,0.326,4.078,0.044,0.009,-95.061,0.464,4.169,0.028,0.005,-229.055,0.769,4.287,0.07,0.006,-208.74,0.738,4.344,0.059,0.006,-140.84,0.767,4.716,0.054,0.007,-94.231,0.65,5.057,0.088,0.009,-72.924,0.578,5.199,0.063,0.009,-53.348,0.587,5.522,0.04,0.005,-174.22,1.024,5.959,0.031,0.005,-148.492,1.179,6.029,0.087,0.007,-119.571,0.913,6.257,0.048,0.005,-171.022,1.166,6.639,0.016,0.007,-58.112,0.915,6.965,0.008,0.009,-60.277,0.767,7.159,0.063,0.009,-52.009,0.762,8.302,0.014,0.012,-36.688,0.678,8.404,0.011,0.01,-40.905,0.804,5.078,0.035,0.006,-100.923,0.86,5.696,0.011,0.009,-45.844,0.645,3.743,0.082,0.006,-72.38,0.639,6.141,0.031,0.006,-122.429,1.063,11.342,0.002,0.013,-16.334,0.874
99,D0465,45434947_1450,3/17/2023 2:02,23.8,2,QPLog 10-1631 (16) rev14,FALSE,,B3,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,1,2019,Fail,0,0,,2.341,3.034,3.329,3.432,4.115,4.384,5.279,5.56,6.301,7.202,3.776,4.046,1.095,1.206,2.194,2.487,1.567,3.907,1.903,1.856,1.839,2.005,2.171,0.032,0.004,-23.223,0.502,2.341,0.257,0.003,-8.015,0.759,3.034,0.087,0.008,-36.982,0.365,3.148,0.065,0.007,-113.353,0.451,3.193,0.174,0.007,-81.25,0.449,3.329,0.055,0.006,-95.427,0.513,3.432,0.041,0.01,-36.532,0.335,4.115,0.051,0.008,-86.243,0.539,4.231,0.027,0.006,-200.843,0.749,4.32,0.061,0.007,-116.995,0.586,4.384,0.031,0.006,-75.183,0.677,4.742,0.032,0.006,-104.551,0.801,5.103,0.074,0.007,-75.793,0.715,5.279,0.019,0.002,-88.443,2.397,5.56,0.038,0.006,-112.423,0.862,6.042,0.046,0.008,-66.554,0.732,6.106,0.007,0.004,-135.071,1.372,6.301,0.025,0.006,-112.024,0.969,6.693,0.025,0.008,-64.178,0.855,7.026,0.051,0.007,-88.29,0.974,7.202,0.056,0.008,-75.543,0.928,8.342,0.008,0.012,-35.377,0.712,8.471,0.037,0.008,-66.04,1.027,5.162,0.013,0.004,-225.41,1.378,5.729,0.005,0.006,-113.733,0.925,3.776,0.106,0.01,-46.193,0.394,6.239,0.003,0.005,-63.083,1.318,11.453,0.003,0.002,-7.966,5.385
100,D0465,45434947_1450,3/17/2023 1:55,23.8,2,QPLog 10-1631 (16) rev14,FALSE,,B3,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,1,2019,Fail,0,0,,2.315,3.034,3.329,3.432,4.116,4.384,5.281,5.56,6.301,7.202,3.776,1.321,1.129,1.206,2.194,2.504,1.567,3.995,1.92,1.845,1.819,1.983,2.224,0.103,0.003,-30.688,0.696,2.315,0.168,0.004,-12.163,0.529,3.034,0.099,0.009,-38.611,0.321,3.149,0.076,0.007,-131.328,0.45,3.193,0.19,0.007,-83.604,0.454,3.329,0.058,0.008,-85.155,0.437,3.432,0.042,0.01,-36.139,0.33,4.116,0.053,0.008,-86.63,0.523,4.231,0.029,0.006,-205.246,0.759,4.32,0.062,0.007,-130.552,0.597,4.384,0.033,0.007,-78.966,0.671,4.742,0.033,0.006,-103.903,0.803,5.103,0.076,0.008,-72.683,0.679,5.281,0.02,0.004,-75.362,1.213,5.56,0.039,0.006,-117.66,0.895,6.042,0.047,0.008,-69.57,0.736,6.107,0.008,0.004,-134.048,1.373,6.301,0.025,0.006,-120.795,0.999,6.694,0.024,0.008,-65.475,0.869,0,0,0,0,0,7.202,0.06,0.008,-71.416,0.913,8.341,0.008,0.011,-32.893,0.794,8.472,0.039,0.008,-67.026,1.023,5.162,0.013,0.004,-234.137,1.43,5.728,0.005,0.007,-125.308,0.87,3.776,0.103,0.01,-54.354,0.378,6.239,0.003,0.005,-60.108,1.282,11.454,0.003,0.009,-18.213,1.237
101,6393,45525890_1450,5/9/2023 3:21,25.6,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,9,2015,Pass,0,0,,2.298,3.033,3.331,3.404,4.083,4.381,5.216,5.551,6.266,7.19,3.769,-0.553,1.029,1.447,0.475,0.779,1.392,0.754,1.378,0.299,1.229,1.269,2.175,0.047,0.006,-51.041,0.39,2.298,0.051,0.006,-57.262,0.413,3.033,0.219,0.012,-39.357,0.257,3.14,0.064,0.007,-251.771,0.467,3.168,0.284,0.005,-74.901,0.611,3.331,0.143,0.01,-75.855,0.329,3.404,0.061,0.015,-40.687,0.224,4.083,0.104,0.006,-127.049,0.657,4.224,0.068,0.006,-193.969,0.688,4.298,0.113,0.007,-100.939,0.659,4.381,0.121,0.007,-95.403,0.655,4.742,0.071,0.005,-95.347,0.889,5.087,0.149,0.012,-37.725,0.413,5.216,0.127,0.007,-55.5,0.719,5.551,0.042,0.005,-107.185,1.042,6.023,0.149,0.006,-126.829,0.93,6.083,0.126,0.005,-176.943,1.145,6.266,0.089,0.006,-130.3,1.052,6.657,0.018,0.007,-41.728,0.909,6.989,0.027,0.008,-61.59,0.829,7.19,0.118,0.008,-62.037,0.864,8.338,0.032,0.011,-31.626,0.776,8.418,0.031,0.012,-31.425,0.711,5.142,0.06,0.005,-210.346,1.121,5.706,0.01,0.007,-111.177,0.786,3.769,0.134,0.012,-41.88,0.323,6.152,0.031,0.005,-121.884,1.343,11.414,0.003,0.004,-14.666,3.015
102,4102P,45533791_1450,5/11/2023 23:30,25.2,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,11,2010,Pass,0,0,,2.294,3.019,3.312,3.392,4.068,4.348,5.192,5.535,6.251,7.173,3.754,-0.979,-0.185,-0.511,-0.193,-0.01,-0.522,-0.395,0.462,-0.347,0.399,-0.324,2.166,0.31,0.009,-16.168,0.245,2.294,0.182,0.003,-11.939,0.681,3.019,0.105,0.008,-109.346,0.372,3.129,0.181,0.006,-153.696,0.518,3.157,0.143,0.006,-135.072,0.569,3.312,0.093,0.008,-83.482,0.44,3.392,0.048,0.008,-67.768,0.441,4.068,0.053,0.006,-129.278,0.711,4.197,0.047,0.006,-227.172,0.748,4.277,0.11,0.006,-179.51,0.736,4.348,0.083,0.006,-129.18,0.712,4.726,0.055,0.007,-107.928,0.696,5.066,0.116,0.01,-62.153,0.53,5.192,0.086,0.008,-70.909,0.683,5.535,0.051,0.005,-160.752,1.008,5.994,0.077,0.005,-177.519,1.156,6.054,0.117,0.006,-143.97,1.07,6.251,0.071,0.005,-204.114,1.222,6.638,0.018,0.008,-65.612,0.873,6.968,0.013,0.008,-73.457,0.908,7.173,0.085,0.008,-73.817,0.914,8.323,0.005,0.005,-68.714,1.585,8.396,0.016,0.008,-51.072,1.048,5.108,0.035,0.006,-152.213,0.919,5.697,0.008,0.005,-74.252,1.036,3.754,0.075,0.006,-87.563,0.666,6.144,0.01,0.004,-112.475,1.41,11.376,0.006,0.011,-19.088,1.018
103,4291,45569124_1450,5/31/2023 21:13,24.1,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,2,2012,Pass,0,0,,2.274,3.004,3.315,3.382,4.049,4.339,5.179,5.505,6.236,7.142,3.749,-3.134,-1.454,-0.202,-0.829,-0.992,-1.06,-1.083,-1.306,-1.001,-1.146,-0.825,2.139,0.051,0.004,-20.634,0.566,2.274,0.129,0.012,-15.084,0.193,3.004,0.186,0.009,-61.197,0.336,3.126,0.315,0.008,-155.653,0.404,3.145,0.061,0.002,-181.523,1.522,3.315,0.147,0.006,-110.809,0.54,3.382,0.064,0.007,-63.099,0.473,4.049,0.081,0.009,-87.702,0.441,4.202,0.069,0.006,-162.974,0.707,4.259,0.119,0.007,-108.957,0.623,4.339,0.162,0.006,-84.057,0.786,4.701,0.106,0.006,-117.09,0.729,5.046,0.195,0.008,-61.091,0.611,5.179,0.122,0.007,-90.817,0.748,5.505,0.049,0.006,-136.985,0.918,5.985,0.118,0.006,-155.951,1.039,6.046,0.073,0.005,-197.771,1.234,6.236,0.1,0.005,-160.599,1.153,6.618,0.019,0.007,-71.834,0.932,6.958,0.031,0.008,-65.062,0.853,7.142,0.116,0.009,-49.553,0.795,8.278,0.06,0.008,-45.103,1.042,8.373,0.048,0.008,-60.61,1.039,5.112,0.054,0.005,-198.562,1.081,5.69,0.013,0.007,-126.251,0.859,3.749,0.156,0.008,-81.283,0.464,6.126,0.054,0.007,-85.856,0.887,11.33,0.002,0.002,-6.615,6.525
104,4309,45597637_1450,6/13/2023 18:00,25.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,2,2012,Pass,0,0,,2.305,3.022,3.316,3.369,4.033,4.339,5.169,5.514,6.23,7.151,3.746,0.277,0.061,-0.133,-1.609,-1.842,-1.005,-1.565,-0.751,-1.236,-0.731,-1.194,2.148,0.217,0.003,-4.668,0.628,2.305,0.259,0.005,-19.455,0.492,3.022,0.079,0.006,-137.04,0.516,3.12,0.185,0.006,-114.796,0.505,3.133,0.047,0.004,-42.924,0.819,3.316,0.071,0.006,-123.119,0.557,3.369,0.044,0.008,-63.984,0.411,4.033,0.036,0.006,-60.315,0.644,4.201,0.039,0.006,-176.356,0.707,4.252,0.056,0.006,-129.421,0.662,4.339,0.056,0.006,-82.057,0.782,4.701,0.077,0.007,-117.833,0.684,5.047,0.115,0.01,-58.913,0.485,5.169,0.087,0.007,-111.355,0.775,5.514,0.054,0.006,-140.554,0.972,5.994,0.108,0.006,-139.142,0.999,6.053,0.053,0.005,-189.898,1.194,6.23,0.069,0.005,-206.686,1.206,6.617,0.014,0.008,-47.014,0.794,6.965,0.017,0.007,-76.382,0.935,7.151,0.073,0.007,-81.106,0.997,8.287,0.007,0.012,-27.441,0.695,8.366,0.01,0.009,-43.641,0.882,5.111,0.042,0.006,-116.537,0.816,5.686,0.01,0.006,-102.051,0.876,3.746,0.062,0.006,-100.263,0.678,6.125,0.034,0.006,-139.205,1.107,11.346,0.006,0.014,-12.923,0.801
105,4315,45534850_1450,5/16/2023 20:56,25.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,2,2012,Pass,0,0,,2.287,3.02,3.31,3.381,4.037,4.348,5.173,5.52,6.239,7.153,3.753,-1.677,-0.053,-0.717,-0.851,-1.637,-0.522,-1.366,-0.425,-0.873,-0.594,-0.498,2.151,0.054,0.003,-15.238,0.716,2.287,0.243,0.011,-18.441,0.205,3.02,0.139,0.005,-121.078,0.559,3.123,0.257,0.006,-141.373,0.496,3.155,0.013,0.003,-125.515,0.988,3.31,0.091,0.007,-106.115,0.455,3.381,0.174,0.009,-53.616,0.398,4.037,0.019,0.002,-22.73,1.977,4.196,0.083,0.006,-216.03,0.741,4.263,0.197,0.006,-119.458,0.72,4.348,0.284,0.007,-89.378,0.605,4.708,0.207,0.007,-105.08,0.653,5.056,0.304,0.009,-54.218,0.576,5.173,0.082,0.007,-117.637,0.771,5.52,0.174,0.006,-130.012,0.882,5.979,0.081,0.006,-213.484,0.949,6.051,0.16,0.006,-114.245,1.004,6.239,0.127,0.006,-151.986,1.097,6.623,0.027,0.007,-76.219,0.997,6.941,0.014,0.005,-72.244,1.275,7.153,0.12,0.008,-69.229,0.893,8.287,0.016,0.008,-25.153,1.1,8.39,0.067,0.012,-35.543,0.707,0,0,0,0,0,5.691,0.003,0.004,-75.653,1.469,3.753,0.151,0.008,-80.878,0.444,0,0,0,0,0,11.353,0.007,0.014,-13.472,0.826
106,4546,45559250_1450,5/23/2023 23:32,25.3,2,QPLog 10-1631 (16) rev16,FALSE,,B3,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,6,2012,Pass,0,0,,2.275,3.014,3.308,3.397,0,4.347,5.191,5.507,6.255,7.141,3.749,-3.045,-0.579,-0.957,0.115,0,-0.599,-0.464,-1.172,-0.159,-1.208,-0.918,2.157,0.053,0.008,-32.762,0.26,2.275,0.098,0.011,-16.288,0.206,3.014,0.062,0.007,-103.031,0.408,3.126,0.07,0.006,-147.623,0.531,0,0,0,0,0,3.308,0.035,0.012,-60.633,0.268,3.397,0.086,0.007,-64.562,0.455,0,0,0,0,0,4.196,0.041,0.006,-153.141,0.736,4.269,0.076,0.008,-68.077,0.528,4.347,0.086,0.015,-17.693,0.298,4.708,0.113,0.007,-90.155,0.672,5.047,0.149,0.009,-53.266,0.558,5.191,0.024,0.008,-69.761,0.682,5.507,0.089,0.006,-71.482,0.988,5.981,0.086,0.007,-97.728,0.913,6.056,0.082,0.005,-174.028,1.141,6.255,0.065,0.006,-139.979,1.07,6.644,0.009,0.007,-50.022,0.958,6.979,0.008,0.008,-56.472,0.869,7.141,0.016,0.01,-28.859,0.692,8.329,0.005,0.008,-75.077,1.048,8.378,0.003,0.015,-8.83,0.553,5.131,0.022,0.004,-193.347,1.274,5.702,0.012,0.011,-21.422,0.496,3.749,0.048,0.008,-60.741,0.453,0,0,0,0,0,11.316,0.021,0.018,-7.177,0.627
107,4546,45559250_1450,5/23/2023 23:26,25.7,2,QPLog 10-1631 (16) rev16,FALSE,,B3,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,6,2012,Pass,0,0,,2.297,3.015,3.309,3.397,0,4.35,5.192,5.507,6.256,7.139,3.747,-0.599,-0.491,-0.854,0.095,0,-0.406,-0.404,-1.188,-0.129,-1.293,-1.056,2.158,0.057,0.01,-57.418,0.206,2.297,0.155,0.01,-45.413,0.231,3.015,0.035,0.008,-84.91,0.391,3.126,0.052,0.006,-133.34,0.521,0,0,0,0,0,3.309,0.025,0.009,-67.77,0.351,3.397,0.056,0.007,-80.938,0.492,0,0,0,0,0,4.197,0.042,0.006,-146.35,0.671,4.27,0.065,0.008,-63.145,0.549,4.35,0.09,0.011,-34.005,0.38,4.709,0.082,0.008,-93.478,0.623,5.046,0.116,0.009,-50.938,0.582,5.192,0.016,0.007,-76.68,0.761,5.507,0.058,0.006,-83.013,0.93,5.982,0.062,0.006,-119.141,0.971,6.057,0.051,0.005,-169.281,1.103,6.256,0.048,0.006,-131.776,1.033,6.645,0.008,0.007,-51.869,0.99,6.979,0.004,0.009,-44.666,0.82,7.139,0.015,0.011,-34.479,0.664,8.33,0.003,0.007,-60.22,1.153,8.415,0.005,0.014,-12.372,0.595,5.132,0.015,0.004,-181.227,1.216,5.702,0.002,0.006,-70.252,0.88,3.747,0.032,0.008,-56.999,0.457,0,0,0,0,0,11.314,0.031,0.017,-11.407,0.666
108,4730,45541507_1450,5/16/2023 17:37,25.8,2,QPLog 10-1631 (16) rev16,TRUE,,B3,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,11,2012,Pass,0,0,,2.278,3.024,3.326,3.392,4.07,4.354,5.199,5.531,6.25,7.171,3.761,-2.69,0.287,0.932,-0.234,0.079,-0.138,-0.094,0.247,-0.363,0.265,0.358,2.156,0.127,0.016,-12.887,0.134,2.278,0.148,0.012,-8.957,0.188,3.024,0.1,0.007,-84.057,0.449,3.132,0.192,0.007,-121.033,0.463,3.159,0.098,0.003,-160.057,0.912,3.326,0.091,0.009,-83.942,0.379,3.392,0.054,0.009,-59.833,0.399,4.07,0.05,0.005,-140.955,0.829,4.219,0.044,0.006,-204.594,0.65,4.281,0.079,0.007,-130.778,0.633,4.354,0.085,0.006,-77.476,0.768,4.725,0.055,0.007,-104.067,0.64,5.071,0.117,0.009,-65.109,0.583,5.199,0.072,0.007,-90.871,0.742,5.531,0.053,0.006,-159.402,0.99,6.004,0.073,0.006,-224.458,1.036,6.067,0.064,0.005,-194.821,1.213,6.25,0.075,0.005,-188.642,1.185,6.642,0.02,0.007,-59.664,1.019,6.96,0.005,0.005,-64.744,1.406,7.171,0.071,0.009,-56.675,0.806,8.315,0.013,0.01,-43.823,0.87,8.403,0.012,0.008,-46.281,0.998,0,0,0,0,0,5.703,0.007,0.006,-113.934,1.018,3.761,0.073,0.014,-51.899,0.273,6.15,0.043,0.005,-150.586,1.166,11.374,0.006,0.013,-12.786,0.852
